50||50||(198, 198, 198)||50||50||1||9||3
100||50||(198, 198, 198)||50||50||2||8||0
150||50||(198, 198, 198)||50||50||3||8||0
200||50||(198, 198, 198)||50||50||4||8||0
250||50||(198, 198, 198)||50||50||5||8||0
300||50||(198, 198, 198)||50||50||6||8||0
350||50||(198, 198, 198)||50||50||7||8||0
400||50||(198, 198, 198)||50||50||8||8||0
450||50||(198, 198, 198)||50||50||9||8||0
500||50||(198, 198, 198)||50||50||10||8||0
550||50||(198, 198, 198)||50||50||11||8||0
600||50||(198, 198, 198)||50||50||12||8||0
650||50||(198, 198, 198)||50||50||13||8||0
700||50||(198, 198, 198)||50||50||14||12||0
50||100||(198, 198, 198)||50||50||15||1||1
100||100||(198, 198, 198)||50||50||16||0||0
150||100||(198, 198, 198)||50||50||17||0||0
200||100||(198, 198, 198)||50||50||18||0||0
250||100||(198, 198, 198)||50||50||19||0||0
300||100||(198, 198, 198)||50||50||20||0||0
350||100||(198, 198, 198)||50||50||21||0||0
400||100||(198, 198, 198)||50||50||22||0||0
450||100||(198, 198, 198)||50||50||23||0||0
500||100||(198, 198, 198)||50||50||24||0||0
550||100||(198, 198, 198)||50||50||25||0||0
600||100||(198, 198, 198)||50||50||26||0||0
650||100||(198, 198, 198)||50||50||27||0||0
700||100||(198, 198, 198)||50||50||28||4||2
50||150||(198, 198, 198)||50||50||29||1||1
100||150||(198, 198, 198)||50||50||30||0||0
150||150||(198, 198, 198)||50||50||31||0||0
200||150||(198, 198, 198)||50||50||32||0||0
250||150||(198, 198, 198)||50||50||33||0||0
300||150||(198, 198, 198)||50||50||34||0||0
350||150||(198, 198, 198)||50||50||35||0||0
400||150||(198, 198, 198)||50||50||36||0||0
450||150||(198, 198, 198)||50||50||37||0||0
500||150||(198, 198, 198)||50||50||38||0||0
550||150||(198, 198, 198)||50||50||39||0||0
600||150||(198, 198, 198)||50||50||40||0||0
650||150||(198, 198, 198)||50||50||41||0||0
700||150||(198, 198, 198)||50||50||42||4||2
50||200||(198, 198, 198)||50||50||43||1||1
100||200||(198, 198, 198)||50||50||44||0||0
150||200||(198, 198, 198)||50||50||45||0||0
200||200||(198, 198, 198)||50||50||46||0||0
250||200||(198, 198, 198)||50||50||47||0||0
300||200||(198, 198, 198)||50||50||48||0||0
350||200||(198, 198, 198)||50||50||49||0||0
400||200||(198, 198, 198)||50||50||50||0||0
450||200||(198, 198, 198)||50||50||51||0||0
500||200||(198, 198, 198)||50||50||52||0||0
550||200||(198, 198, 198)||50||50||53||0||0
600||200||(198, 198, 198)||50||50||54||0||0
650||200||(198, 198, 198)||50||50||55||0||0
700||200||(198, 198, 198)||50||50||56||4||2
50||250||(198, 198, 198)||50||50||57||1||1
100||250||(198, 198, 198)||50||50||58||0||0
150||250||(198, 198, 198)||50||50||59||0||0
200||250||(198, 198, 198)||50||50||60||0||0
250||250||(198, 198, 198)||50||50||61||0||0
300||250||(198, 198, 198)||50||50||62||0||0
350||250||(198, 198, 198)||50||50||63||0||0
400||250||(198, 198, 198)||50||50||64||0||0
450||250||(198, 198, 198)||50||50||65||0||0
500||250||(198, 198, 198)||50||50||66||0||0
550||250||(198, 198, 198)||50||50||67||0||0
600||250||(198, 198, 198)||50||50||68||0||0
650||250||(198, 198, 198)||50||50||69||0||0
700||250||(198, 198, 198)||50||50||70||4||2
50||300||(198, 198, 198)||50||50||71||1||0
100||300||(198, 198, 198)||50||50||72||0||0
150||300||(198, 198, 198)||50||50||73||0||0
200||300||(198, 198, 198)||50||50||74||0||0
250||300||(198, 198, 198)||50||50||75||0||0
300||300||(198, 198, 198)||50||50||76||0||0
350||300||(198, 198, 198)||50||50||77||0||0
400||300||(198, 198, 198)||50||50||78||0||0
450||300||(198, 198, 198)||50||50||79||0||0
500||300||(198, 198, 198)||50||50||80||0||0
550||300||(198, 198, 198)||50||50||81||0||0
600||300||(198, 198, 198)||50||50||82||0||0
650||300||(198, 198, 198)||50||50||83||0||0
700||300||(198, 198, 198)||50||50||84||4||0
50||350||(198, 198, 198)||50||50||85||1||0
100||350||(198, 198, 198)||50||50||86||0||0
150||350||(198, 198, 198)||50||50||87||0||0
200||350||(198, 198, 198)||50||50||88||0||0
250||350||(198, 198, 198)||50||50||89||0||0
300||350||(198, 198, 198)||50||50||90||0||0
350||350||(198, 198, 198)||50||50||91||0||0
400||350||(198, 198, 198)||50||50||92||0||0
450||350||(198, 198, 198)||50||50||93||0||0
500||350||(198, 198, 198)||50||50||94||0||0
550||350||(198, 198, 198)||50||50||95||0||0
600||350||(198, 198, 198)||50||50||96||0||0
650||350||(198, 198, 198)||50||50||97||0||0
700||350||(198, 198, 198)||50||50||98||4||0
50||400||(198, 198, 198)||50||50||99||3||0
100||400||(198, 198, 198)||50||50||100||2||0
150||400||(198, 198, 198)||50||50||101||2||0
200||400||(198, 198, 198)||50||50||102||2||0
250||400||(198, 198, 198)||50||50||103||2||0
300||400||(198, 198, 198)||50||50||104||2||0
350||400||(198, 198, 198)||50||50||105||2||0
400||400||(198, 198, 198)||50||50||106||2||0
450||400||(198, 198, 198)||50||50||107||2||0
500||400||(198, 198, 198)||50||50||108||2||0
550||400||(198, 198, 198)||50||50||109||2||0
600||400||(198, 198, 198)||50||50||110||2||0
650||400||(198, 198, 198)||50||50||111||2||0
700||400||(198, 198, 198)||50||50||112||6||4
